Game,Draw Date,Winning Combination,Jackpot (PHP),Winners
Grand Lotto 6/55,2018-08-13,31-01-52-06-36-34,"49,543,366.00",0
4D Lotto,2018-08-13,7-2-6-9,"70,812.00",10
Ultra Lotto 6/58,2018-08-12,01-13-42-24-53-56,"363,917,684.00",0
Super Lotto 6/49,2018-08-12,23-12-13-01-30-39,"36,367,116.00",0
Lotto 6/42,2018-08-11,27-29-39-37-07-20,"17,830,368.00",0
Grand Lotto 6/55,2018-08-11,38-49-05-40-10-47,"46,666,850.00",0
6D Lotto,2018-08-11,0-5-3-9-7-4,"1,094,881.52",0
Ultra Lotto 6/58,2018-08-10,38-35-37-15-56-45,"354,665,384.00",0
Mega Lotto 6/45,2018-08-10,31-35-21-32-11-09,"8,910,000.00",0
4D Lotto,2018-08-10,5-7-7-2,"29,960.00",23
Super Lotto 6/49,2018-08-09,31-48-32-43-09-17,"33,523,321.00",0
Lotto 6/42,2018-08-09,02-16-18-41-29-35,"15,646,337.00",0
6D Lotto,2018-08-09,2-3-9-6-8-4,"845,849.76",0
Mega Lotto 6/45,2018-08-08,31-03-25-21-15-12,"27,418,716.00",1
Grand Lotto 6/55,2018-08-08,18-30-35-38-10-41,"44,097,333.00",0
4D Lotto,2018-08-08,6-6-1-6,"14,755.00",29
Ultra Lotto 6/58,2018-08-07,31-07-34-14-39-50,"343,538,300.00",0
Super Lotto 6/49,2018-08-07,40-32-21-04-38-39,"30,452,745.00",0
Lotto 6/42,2018-08-07,19-22-01-32-13-24,"13,242,688.00",0
6D Lotto,2018-08-07,4-8-4-4-1-6,"594,715.00",0
Mega Lotto 6/45,2018-08-06,39-05-38-20-09-41,"24,528,264.00",0
Grand Lotto 6/55,2018-08-06,15-11-12-27-08-43,"41,262,603.00",0
4D Lotto,2018-08-06,9-7-2-7,"19,897.00",15
Ultra Lotto 6/58,2018-08-05,47-16-29-51-18-54,"334,328,944.00",0
Super Lotto 6/49,2018-08-05,31-17-48-45-05-24,"28,126,415.00",0
Lotto 6/42,2018-08-04,40-01-11-28-05-22,"11,101,211.00",0
Grand Lotto 6/55,2018-08-04,47-16-24-06-35-25,"38,602,417.00",0
6D Lotto,2018-08-04,7-9-4-0-0-2,"351,481.58",0
Ultra Lotto 6/58,2018-08-03,53-26-15-45-46-03,"324,670,212.00",0
Mega Lotto 6/45,2018-08-03,29-04-39-12-38-34,"21,684,184.00",0
4D Lotto,2018-08-03,4-0-7-1,"110,937.00",7
Super Lotto 6/49,2018-08-02,19-24-17-15-36-35,"25,110,178.00",0
Lotto 6/42,2018-08-02,14-39-08-36-26-16,"8,814,671.00",0
6D Lotto,2018-08-02,1-2-1-3-2-3,"416,960.00",2
Mega Lotto 6/45,2018-08-01,19-38-13-41-43-03,"18,766,821.00",0
Grand Lotto 6/55,2018-08-01,30-09-52-54-50-29,"35,805,513.00",0
4D Lotto,2018-08-01,5-5-3-5,"74,550.00",10
Ultra Lotto 6/58,2018-07-31,14-03-51-32-21-48,"314,131,888.00",0
Super Lotto 6/49,2018-07-31,12-32-33-36-49-06,"22,144,186.00",0
Lotto 6/42,2018-07-31,38-40-05-23-32-02,"6,687,993.00",0
6D Lotto,2018-07-31,5-0-8-2-1-4,"783,921.78",0
Mega Lotto 6/45,2018-07-30,09-24-16-45-26-30,"16,074,848.00",0
Grand Lotto 6/55,2018-07-30,40-15-22-03-13-55,"33,085,527.00",0
4D Lotto,2018-07-30,8-8-7-8,"67,653.00",10
Ultra Lotto 6/58,2018-07-29,39-09-56-26-29-34,"306,110,404.00",0
Super Lotto 6/49,2018-07-29,48-45-42-06-13-49,"19,944,208.00",0
Lotto 6/42,2018-07-28,28-13-09-33-37-42,"5,940,000.00",0
Grand Lotto 6/55,2018-07-28,27-19-50-13-51-41,"30,546,850.00",0
6D Lotto,2018-07-28,9-6-8-1-0-1,"619,575.14",0
Ultra Lotto 6/58,2018-07-27,43-24-06-25-28-40,"298,136,492.00",0
Mega Lotto 6/45,2018-07-27,18-03-30-02-31-33,"13,460,468.00",0
4D Lotto,2018-07-27,4-9-7-2,"37,995.00",16
Super Lotto 6/49,2018-07-26,39-26-32-43-06-35,"17,256,445.00",0
Lotto 6/42,2018-07-26,08-22-02-35-33-12,"5,940,000.00",0
6D Lotto,2018-07-26,9-4-6-8-0-1,"569,575.14",0
Mega Lotto 6/45,2018-07-25,42-30-26-05-08-23,"10,928,650.00",0
Grand Lotto 6/55,2018-07-25,16-45-48-20-35-24,"29,700,000.00",0
4D Lotto,2018-07-25,5-4-3-0,"23,851.00",18
Ultra Lotto 6/58,2018-07-24,51-37-40-07-29-05,"289,617,284.00",0
Super Lotto 6/49,2018-07-24,07-25-46-21-33-05,"15,840,000.00",0
Lotto 6/42,2018-07-24,34-07-01-04-32-14,"33,955,630.00",1
6D Lotto,2018-07-24,3-6-8-3-7-9,"256,178.78",0
Mega Lotto 6/45,2018-07-23,32-02-19-01-07-21,"8,910,000.00",0
Grand Lotto 6/55,2018-07-23,02-48-42-17-41-29,"29,700,000.00",0
4D Lotto,2018-07-23,7-0-3-3,"86,080.00",8
Ultra Lotto 6/58,2018-07-22,45-50-34-02-43-11,"282,442,304.00",0
Super Lotto 6/49,2018-07-22,01-41-13-30-10-17,"15,840,000.00",0
Lotto 6/42,2018-07-21,31-33-29-17-06-39,"30,870,489.00",0
Grand Lotto 6/55,2018-07-21,22-21-37-24-19-03,"29,700,000.00",0
6D Lotto,2018-07-21,4-2-8-7-3-3,"4,802,037.00",1
Ultra Lotto 6/58,2018-07-20,24-06-55-03-28-27,"274,982,724.00",0
Mega Lotto 6/45,2018-07-20,01-03-35-09-39-38,"8,910,000.00",0
4D Lotto,2018-07-20,3-6-4-1,"24,146.00",37
Super Lotto 6/49,2018-07-19,31-27-03-18-42-02,"15,840,000.00",0
Lotto 6/42,2018-07-19,41-09-13-36-39-30,"27,589,764.00",0
6D Lotto,2018-07-19,7-2-9-7-5-2,"4,404,083.86",0
Mega Lotto 6/45,2018-07-18,31-18-05-09-43-12,"8,910,000.00",0
Grand Lotto 6/55,2018-07-18,04-35-48-45-23-31,"29,700,000.00",0
4D Lotto,2018-07-18,0-7-7-1,"39,036.00",21
Ultra Lotto 6/58,2018-07-17,22-03-57-58-54-14,"266,418,692.00",0
Super Lotto 6/49,2018-07-17,04-14-23-09-42-13,"15,840,000.00",0
Lotto 6/42,2018-07-17,31-30-12-37-34-28,"24,106,611.00",0
6D Lotto,2018-07-17,7-3-2-2-9-1,"4,119,933.42",0
Mega Lotto 6/45,2018-07-16,22-13-27-17-10-01,"78,539,983.00",1
Grand Lotto 6/55,2018-07-16,33-10-25-30-53-34,"29,700,000.00",0
4D Lotto,2018-07-16,9-9-6-3,"43,054.00",19
Ultra Lotto 6/58,2018-07-15,55-29-31-57-14-20,"259,793,448.00",0
Super Lotto 6/49,2018-07-15,43-35-25-14-22-37,"15,840,000.00",0
Lotto 6/42,2018-07-14,08-33-35-26-12-31,"21,416,964.00",0
Grand Lotto 6/55,2018-07-14,14-44-37-19-09-43,"29,700,000.00",0
6D Lotto,2018-07-14,7-6-2-3-5-2,"3,697,366.32",0
Ultra Lotto 6/58,2018-07-13,02-51-32-47-17-24,"252,096,984.00",0
Mega Lotto 6/45,2018-07-13,28-16-11-45-25-10,"73,545,548.00",0
4D Lotto,2018-07-13,7-9-5-2,"73,857.00",12
Super Lotto 6/49,2018-07-12,29-12-15-19-44-47,"15,840,000.00",0
Lotto 6/42,2018-07-12,39-22-13-30-12-35,"18,254,444.00",0
6D Lotto,2018-07-12,6-9-0-8-9-2,"3,253,917.82",0
Mega Lotto 6/45,2018-07-11,03-07-24-04-31-41,"69,025,612.00",0
Grand Lotto 6/55,2018-07-11,09-24-54-18-05-30,"29,700,000.00",0
4D Lotto,2018-07-11,6-4-5-9,"34,919.00",25
Ultra Lotto 6/58,2018-07-10,47-15-48-03-35-56,"243,951,112.00",0
Super Lotto 6/49,2018-07-10,28-11-06-17-10-25,"26,881,510.00",1
Lotto 6/42,2018-07-10,16-32-27-40-31-24,"15,218,205.00",0
6D Lotto,2018-07-10,6-3-1-9-9-3,"2,793,540.58",0
Mega Lotto 6/45,2018-07-09,25-44-20-24-16-12,"64,267,169.00",0
Grand Lotto 6/55,2018-07-09,45-13-34-20-31-04,"29,700,000.00",0
4D Lotto,2018-07-09,7-1-5-6,"33,541.00",27
Ultra Lotto 6/58,2018-07-08,35-17-28-33-22-25,"236,748,668.00",0
Super Lotto 6/49,2018-07-08,10-44-21-19-24-34,"24,389,442.00",0
Lotto 6/42,2018-07-07,36-02-11-07-39-33,"12,745,288.00",0
Grand Lotto 6/55,2018-07-07,09-24-46-27-38-22,"29,700,000.00",0
6D Lotto,2018-07-07,0-7-9-9-1-6,"2,653,183.12",0
Ultra Lotto 6/58,2018-07-06,56-26-04-51-49-18,"229,442,300.00",0
Mega Lotto 6/45,2018-07-06,11-40-31-08-15-16,"59,636,591.00",0
4D Lotto,2018-07-06,1-1-6-0,"19,435.00",48
Super Lotto 6/49,2018-07-05,47-41-01-49-30-04,"21,286,462.00",0
Lotto 6/42,2018-07-05,04-15-34-27-29-30,"10,034,668.00",0
6D Lotto,2018-07-05,9-8-5-8-1-4,"2,441,335.96",0
Mega Lotto 6/45,2018-07-04,25-41-29-11-31-21,"55,375,801.00",0
Grand Lotto 6/55,2018-07-04,16-07-21-28-49-14,"29,700,000.00",0
4D Lotto,2018-07-04,4-1-2-8,"10,041.00",44
Ultra Lotto 6/58,2018-07-03,07-57-50-01-10-02,"221,446,600.00",0
Super Lotto 6/49,2018-07-03,31-07-46-17-27-12,"18,084,192.00",0
Lotto 6/42,2018-07-03,21-32-19-13-42-41,"7,504,509.00",0
6D Lotto,2018-07-03,8-4-5-3-0-9,"2,331,632.96",0
Mega Lotto 6/45,2018-07-02,42-22-05-28-04-35,"50,954,465.00",0
Grand Lotto 6/55,2018-07-02,15-45-22-03-35-17,"29,700,000.00",0
4D Lotto,2018-07-02,9-6-5-6,"65,340.00",13
Ultra Lotto 6/58,2018-07-01,31-24-45-19-34-52,"214,636,668.00",0
Super Lotto 6/49,2018-07-01,04-02-07-49-34-18,"15,840,000.00",0
Lotto 6/42,2018-06-30,06-38-42-39-20-27,"5,940,000.00",0
Grand Lotto 6/55,2018-06-30,09-18-10-02-12-24,"29,700,000.00",1
6D Lotto,2018-06-30,4-2-3-5-7-3,"1,913,230.68",0
Ultra Lotto 6/58,2018-06-29,01-19-13-29-51-04,"207,237,172.00",0
Mega Lotto 6/45,2018-06-29,33-41-19-29-08-01,"46,596,588.00",0
4D Lotto,2018-06-29,8-0-8-8,"22,121.00",37
Super Lotto 6/49,2018-06-28,11-12-25-22-32-29,"15,840,000.00",0
Lotto 6/42,2018-06-28,30-16-35-01-23-34,"5,940,000.00",0
6D Lotto,2018-06-28,3-3-7-9-9-2,"1,563,375.12",0
Mega Lotto 6/45,2018-06-27,30-32-31-27-44-02,"42,785,999.00",0
Grand Lotto 6/55,2018-06-27,20-14-48-03-12-40,"29,700,000.00",0
4D Lotto,2018-06-27,7-8-5-1,"96,815.00",9
Ultra Lotto 6/58,2018-06-26,55-34-16-31-40-23,"199,715,276.00",0
Super Lotto 6/49,2018-06-26,03-04-35-21-22-33,"15,840,000.00",0
Lotto 6/42,2018-06-26,27-15-07-39-26-19,"31,885,774.00",1
6D Lotto,2018-06-26,3-2-5-5-5-7,"1,235,785.62",0
Mega Lotto 6/45,2018-06-25,20-36-42-33-38-19,"38,903,551.00",0
Grand Lotto 6/55,2018-06-25,24-50-06-40-22-44,"29,700,000.00",0
4D Lotto,2018-06-25,3-8-5-8,"22,269.00",31
Ultra Lotto 6/58,2018-06-24,17-24-10-58-25-11,"193,938,284.00",0
Super Lotto 6/49,2018-06-24,09-16-02-10-49-21,"15,840,000.00",0
Lotto 6/42,2018-06-23,08-27-32-20-40-42,"28,804,106.00",0
Grand Lotto 6/55,2018-06-23,29-48-52-19-55-05,"29,700,000.00",0
6D Lotto,2018-06-23,9-0-8-8-5-8,"1,017,371.00",0
Ultra Lotto 6/58,2018-06-22,03-22-52-50-47-44,"187,796,520.00",0
Mega Lotto 6/45,2018-06-22,18-10-04-38-11-20,"35,269,602.00",0
4D Lotto,2018-06-22,4-5-8-9,"53,912.00",18
Super Lotto 6/49,2018-06-21,07-11-18-29-19-02,"15,840,000.00",0
Lotto 6/42,2018-06-21,30-01-23-39-16-08,"25,485,111.00",0
6D Lotto,2018-06-21,7-0-8-1-6-3,"583,017.50",0
Mega Lotto 6/45,2018-06-20,09-20-01-43-26-18,"31,919,735.00",0
Grand Lotto 6/55,2018-06-20,02-27-19-18-34-12,"29,700,000.00",0
4D Lotto,2018-06-20,2-8-7-2,"47,345.00",20
Ultra Lotto 6/58,2018-06-19,49-57-52-28-03-06,"181,477,292.00",0
Super Lotto 6/49,2018-06-19,45-08-44-29-17-32,"15,840,000.00",0
Lotto 6/42,2018-06-19,30-32-34-24-39-11,"22,363,847.00",0
6D Lotto,2018-06-19,9-2-3-4-5-3,"248,726.08",0
Mega Lotto 6/45,2018-06-18,31-45-34-11-16-17,"28,667,648.00",0
Grand Lotto 6/55,2018-06-18,48-41-39-08-09-27,"29,700,000.00",0
4D Lotto,2018-06-18,2-4-2-1,"10,453.00",56
Ultra Lotto 6/58,2018-06-17,46-01-05-11-07-21,"176,027,440.00",0
Super Lotto 6/49,2018-06-17,19-06-20-34-08-13,"50,997,870.00",1
Lotto 6/42,2018-06-16,08-41-23-38-02-29,"19,553,914.00",0
Grand Lotto 6/55,2018-06-16,20-15-25-33-30-09,"29,700,000.00",0
6D Lotto,2018-06-16,0-0-9-2-3-3,"414,959.00",1
Ultra Lotto 6/58,2018-06-15,07-56-37-17-49-11,"170,217,528.00",0
Mega Lotto 6/45,2018-06-15,36-33-43-45-04-16,"25,251,439.00",0
4D Lotto,2018-06-15,7-0-8-5,"100,914.00",10
Super Lotto 6/49,2018-06-14,48-46-23-49-27-16,"47,283,093.00",0
Lotto 6/42,2018-06-14,03-02-21-10-36-24,"16,562,542.00",0
6D Lotto,2018-06-14,8-4-6-9-1-1,"13,725,184.00",1
Mega Lotto 6/45,2018-06-13,06-09-14-32-41-04,"22,135,779.00",0
Grand Lotto 6/55,2018-06-13,29-20-42-41-48-55,"29,700,000.00",0
4D Lotto,2018-06-13,6-5-4-0,"81,400.00",11
Ultra Lotto 6/58,2018-06-12,48-18-57-09-28-53,"164,144,492.00",0
Super Lotto 6/49,2018-06-12,03-17-23-43-09-32,"43,550,698.00",0
Lotto 6/42,2018-06-12,36-20-35-30-05-14,"13,911,366.00",0
6D Lotto,2018-06-12,9-8-4-8-4-8,"13,297,192.82",0
Mega Lotto 6/45,2018-06-11,01-32-33-39-28-40,"19,214,843.00",0
Grand Lotto 6/55,2018-06-11,11-19-48-06-23-20,"29,700,000.00",0
4D Lotto,2018-06-11,0-7-7-2,"33,205.00",27
Ultra Lotto 6/58,2018-06-10,54-22-17-08-48-05,"159,440,596.00",0
Super Lotto 6/49,2018-06-10,22-30-29-48-08-21,"40,879,817.00",0
Lotto 6/42,2018-06-09,21-22-30-37-40-12,"11,671,427.00",0
Grand Lotto 6/55,2018-06-09,41-10-38-47-26-19,"29,700,000.00",0
6D Lotto,2018-06-09,9-5-5-1-1-1,"12,808,884.94",0
Ultra Lotto 6/58,2018-06-08,49-31-39-05-41-43,"154,272,556.00",0
Mega Lotto 6/45,2018-06-08,24-03-35-34-06-07,"16,279,913.00",0
4D Lotto,2018-06-08,8-4-3-0,"20,588.00",26
Super Lotto 6/49,2018-06-07,44-09-36-03-08-33,"37,683,883.00",0
Lotto 6/42,2018-06-07,11-29-36-33-35-27,"9,270,020.00",0
6D Lotto,2018-06-07,5-0-4-1-1-4,"12,758,884.94",0
Mega Lotto 6/45,2018-06-06,37-33-28-42-18-38,"13,530,437.00",0
Grand Lotto 6/55,2018-06-06,02-26-19-17-01-23,"29,700,000.00",1
4D Lotto,2018-06-06,2-7-2-4,"10,000.00",88
Ultra Lotto 6/58,2018-06-05,44-35-39-34-03-50,"148,609,676.00",0
Super Lotto 6/49,2018-06-05,05-01-25-36-39-13,"34,195,119.00",0
Lotto 6/42,2018-06-05,26-24-01-17-41-30,"6,943,916.00",0
6D Lotto,2018-06-05,6-3-9-2-7-7,"12,257,168.24",0
Mega Lotto 6/45,2018-06-04,18-41-02-32-06-12,"10,748,244.00",0
Grand Lotto 6/55,2018-06-04,44-46-10-21-41-27,"29,700,000.00",0
4D Lotto,2018-06-04,4-6-1-5,"19,556.00",34
Ultra Lotto 6/58,2018-06-03,01-53-27-11-43-18,"143,924,112.00",0
Super Lotto 6/49,2018-06-03,23-19-27-30-41-03,"31,649,374.00",0
Lotto 6/42,2018-06-02,23-35-24-25-29-17,"5,940,000.00",0
Grand Lotto 6/55,2018-06-02,41-42-35-37-16-49,"29,700,000.00",0
6D Lotto,2018-06-02,7-4-6-3-9-3,"11,886,937.52",0
Ultra Lotto 6/58,2018-06-01,26-08-43-22-27-12,"138,783,220.00",0
Mega Lotto 6/45,2018-06-01,43-17-26-11-27-31,"8,910,000.00",0
4D Lotto,2018-06-01,5-2-4-9,"23,339.00",37
Super Lotto 6/49,2018-05-31,24-12-19-10-42-38,"28,523,904.00",0
Lotto 6/42,2018-05-31,31-03-36-15-24-30,"5,940,000.00",0
6D Lotto,2018-05-31,2-0-8-9-3-1,"11,338,359.94",0
Mega Lotto 6/45,2018-05-30,40-04-21-24-02-39,"8,910,000.00",0
Grand Lotto 6/55,2018-05-30,14-39-09-53-15-55,"29,700,000.00",0
4D Lotto,2018-05-30,7-6-7-8,"35,062.00",26
Ultra Lotto 6/58,2018-05-29,25-49-10-37-26-06,"133,174,580.00",0
Super Lotto 6/49,2018-05-29,45-15-31-39-35-10,"25,309,818.00",0
Lotto 6/42,2018-05-29,14-33-01-13-28-40,"19,845,521.00",1
6D Lotto,2018-05-29,6-6-9-2-3-4,"10,948,696.54",0
Mega Lotto 6/45,2018-05-28,35-20-19-37-26-44,"8,910,000.00",0
Grand Lotto 6/55,2018-05-28,05-23-07-46-28-42,"29,700,000.00",0
4D Lotto,2018-05-28,4-0-0-7,"95,473.00",9
Ultra Lotto 6/58,2018-05-27,34-45-14-40-01-13,"128,900,984.00",0
Super Lotto 6/49,2018-05-27,35-49-41-28-33-40,"23,045,644.00",0
Lotto 6/42,2018-05-26,16-13-38-34-21-23,"17,308,376.00",0
Grand Lotto 6/55,2018-05-26,31-40-28-44-05-41,"29,700,000.00",0
6D Lotto,2018-05-26,5-6-4-7-5-2,"10,465,041.90",0
Ultra Lotto 6/58,2018-05-25,34-14-19-22-10-43,"124,321,564.00",0
Mega Lotto 6/45,2018-05-25,34-12-22-15-20-27,"15,898,612.00",1
4D Lotto,2018-05-25,8-0-3-1,"24,726.00",28
Super Lotto 6/49,2018-05-24,26-34-21-16-31-23,"20,192,678.00",0
Lotto 6/42,2018-05-24,30-29-15-02-37-27,"14,420,602.00",0
6D Lotto,2018-05-24,6-0-6-7-9-2,"10,145,196.02",0
Mega Lotto 6/45,2018-05-23,17-01-40-43-04-05,"13,056,980.00",0
Grand Lotto 6/55,2018-05-23,20-49-50-39-24-47,"29,700,000.00",0
4D Lotto,2018-05-23,2-4-3-4,"28,695.00",31
Ultra Lotto 6/58,2018-05-22,32-57-01-49-09-19,"119,378,952.00",0
Super Lotto 6/49,2018-05-22,10-46-33-11-47-29,"17,289,246.00",0
Lotto 6/42,2018-05-22,11-30-26-33-29-08,"11,772,839.00",0
6D Lotto,2018-05-22,6-6-3-3-7-9,"9,593,041.90",0
Mega Lotto 6/45,2018-05-21,36-45-12-21-39-38,"10,376,602.00",0
Grand Lotto 6/55,2018-05-21,30-27-18-43-26-11,"29,700,000.00",0
4D Lotto,2018-05-21,6-4-0-1,"25,363.00",36
Ultra Lotto 6/58,2018-05-20,09-23-07-37-32-40,"115,266,992.00",0
Super Lotto 6/49,2018-05-20,03-19-40-23-45-07,"15,840,000.00",0
Lotto 6/42,2018-05-19,16-38-18-08-04-29,"9,451,202.00",0
Grand Lotto 6/55,2018-05-19,12-55-10-05-43-19,"126,181,744.00",2
6D Lotto,2018-05-19,6-9-2-3-1-9,"8,953,596.04",0
Ultra Lotto 6/58,2018-05-18,25-26-36-03-33-56,"111,122,872.00",0
Mega Lotto 6/45,2018-05-18,18-26-35-21-07-32,"8,910,000.00",0
4D Lotto,2018-05-18,5-5-5-5,"10,000.00",180
Super Lotto 6/49,2018-05-17,23-31-28-48-49-17,"15,840,000.00",0
Lotto 6/42,2018-05-17,18-05-33-14-30-06,"7,004,765.00",0
6D Lotto,2018-05-17,3-7-5-0-8-1,"8,706,607.18",0
Mega Lotto 6/45,2018-05-16,38-32-23-40-17-45,"8,910,000.00",0
Grand Lotto 6/55,2018-05-16,39-38-10-34-46-12,"120,916,304.00",0
4D Lotto,2018-05-16,3-1-1-5,"10,000.00",75
Ultra Lotto 6/58,2018-05-15,32-15-23-10-18-22,"106,590,252.00",0
Super Lotto 6/49,2018-05-15,17-23-05-33-36-22,"15,840,000.00",0
Lotto 6/42,2018-05-15,42-38-10-13-40-03,"5,940,000.00",0
6D Lotto,2018-05-15,7-7-7-8-1-4,"8,188,404.40",0
Mega Lotto 6/45,2018-05-14,15-37-42-07-43-01,"8,910,000.00",0
Grand Lotto 6/55,2018-05-14,07-33-03-08-32-25,"115,955,964.00",0
4D Lotto,2018-05-14,5-3-6-4,"16,891.00",46
Ultra Lotto 6/58,2018-05-13,46-11-21-24-19-57,"103,138,604.00",0
Super Lotto 6/49,2018-05-13,19-42-08-23-14-21,"15,840,000.00",0
Lotto 6/42,2018-05-12,15-40-24-25-16-39,"5,940,000.00",0
Grand Lotto 6/55,2018-05-12,30-26-39-03-47-10,"112,241,480.00",0
6D Lotto,2018-05-12,9-3-9-2-6-7,"7,886,200.82",0
Ultra Lotto 6/58,2018-05-11,51-31-22-19-02-32,"99,542,140.00",0
Mega Lotto 6/45,2018-05-11,24-10-28-15-25-12,"49,357,401.00",2
4D Lotto,2018-05-11,4-8-0-4,"99,231.00",9
Super Lotto 6/49,2018-05-10,39-49-27-12-17-24,"15,840,000.00",0
Lotto 6/42,2018-05-10,03-09-18-37-10-41,"48,921,540.00",1
6D Lotto,2018-05-10,0-6-5-8-0-8,"7,440,291.46",0
Mega Lotto 6/45,2018-05-09,17-14-12-43-25-15,"45,744,439.00",0
Grand Lotto 6/55,2018-05-09,31-42-23-34-27-30,"107,647,564.00",0
4D Lotto,2018-05-09,2-5-9-8,"31,390.00",31
Ultra Lotto 6/58,2018-05-08,19-27-07-46-18-53,"95,877,129.00",0
Super Lotto 6/49,2018-05-08,48-29-07-06-30-42,"15,840,000.00",0
Lotto 6/42,2018-05-08,04-26-23-38-17-07,"45,042,129.00",0
6D Lotto,2018-05-08,3-9-3-8-2-1,"7,157,336.20",0
Mega Lotto 6/45,2018-05-07,11-13-33-30-39-36,"42,499,746.00",0
Grand Lotto 6/55,2018-05-07,40-53-24-21-52-01,"103,546,316.00",0
4D Lotto,2018-05-07,8-2-1-7,"11,931.00",28
Ultra Lotto 6/58,2018-05-06,07-34-51-06-10-21,"93,059,561.00",0
Super Lotto 6/49,2018-05-06,14-07-16-10-30-40,"45,451,487.00",1
Lotto 6/42,2018-05-05,15-05-39-24-01-12,"41,751,734.00",0
Grand Lotto 6/55,2018-05-05,54-21-44-36-11-38,"99,560,188.00",0
6D Lotto,2018-05-05,1-9-1-6-5-2,"6,763,787.00",0
Ultra Lotto 6/58,2018-05-04,11-15-56-38-53-45,"89,830,023.00",0
Mega Lotto 6/45,2018-05-04,29-35-28-22-31-26,"39,193,677.00",0
4D Lotto,2018-05-04,4-5-2-4,"20,085.00",23
Super Lotto 6/49,2018-05-03,07-20-02-01-16-28,"42,214,919.00",0
Lotto 6/42,2018-05-03,23-22-25-26-12-01,"38,357,000.00",0
6D Lotto,2018-05-03,5-4-5-2-9-8,"6,612,916.72",0
Mega Lotto 6/45,2018-05-02,10-32-41-42-44-24,"35,814,225.00",0
Grand Lotto 6/55,2018-05-02,36-30-17-07-43-50,"95,537,594.00",0
4D Lotto,2018-05-02,2-4-5-6,"36,035.00",24
Ultra Lotto 6/58,2018-05-01,48-28-51-15-39-42,"86,323,181.00",0
Super Lotto 6/49,2018-05-01,49-19-33-36-18-26,"39,190,497.00",0
Lotto 6/42,2018-05-01,31-14-12-17-36-28,"35,114,651.00",0
6D Lotto,2018-05-01,7-9-0-1-8-8,"6,201,802.78",0
Mega Lotto 6/45,2018-04-30,23-38-36-08-10-21,"32,687,096.00",0
Grand Lotto 6/55,2018-04-30,46-03-04-22-38-28,"91,789,066.00",0
4D Lotto,2018-04-30,7-1-7-0,"39,985.00",24
Ultra Lotto 6/58,2018-04-29,58-15-37-46-01-44,"83,695,951.00",0
Super Lotto 6/49,2018-04-29,41-39-44-19-04-48,"36,896,857.00",0
Lotto 6/42,2018-04-28,37-42-03-22-35-02,"32,304,512.00",0
Grand Lotto 6/55,2018-04-28,01-51-34-21-30-18,"88,047,436.00",0
6D Lotto,2018-04-28,0-2-3-6-4-5,"5,873,845.24",0
Ultra Lotto 6/58,2018-04-27,11-03-30-37-38-41,"80,558,154.00",0
Mega Lotto 6/45,2018-04-27,05-27-33-21-42-25,"29,532,718.00",0
4D Lotto,2018-04-27,5-5-6-7,"36,477.00",25
Super Lotto 6/49,2018-04-26,04-41-03-19-30-06,"33,787,750.00",0
Lotto 6/42,2018-04-26,32-04-13-22-23-41,"29,185,264.00",0
6D Lotto,2018-04-26,5-5-9-3-2-9,"5,545,560.70",0
Mega Lotto 6/45,2018-04-25,43-01-38-17-30-08,"26,315,788.00",0
Grand Lotto 6/55,2018-04-25,13-42-43-44-15-35,"84,260,088.00",0
4D Lotto,2018-04-25,3-7-6-6,"39,811.00",23
Ultra Lotto 6/58,2018-04-24,04-54-51-55-30-06,"77,114,934.00",0
Super Lotto 6/49,2018-04-24,25-29-34-28-11-44,"30,829,880.00",0
Lotto 6/42,2018-04-24,03-23-41-12-08-25,"26,172,092.00",0
6D Lotto,2018-04-24,7-9-5-8-0-1,"5,184,613.88",0
Mega Lotto 6/45,2018-04-23,40-01-26-04-32-42,"23,342,628.00",0
Grand Lotto 6/55,2018-04-23,48-54-49-20-32-22,"80,657,387.00",0
4D Lotto,2018-04-23,0-3-3-9,"43,488.00",22
Ultra Lotto 6/58,2018-04-22,24-18-37-11-02-51,"74,480,381.00",0
Super Lotto 6/49,2018-04-22,38-27-13-29-22-31,"28,523,326.00",0
Lotto 6/42,2018-04-21,04-11-33-14-12-39,"23,421,607.00",0
Grand Lotto 6/55,2018-04-21,26-35-54-48-34-33,"77,089,190.00",0
6D Lotto,2018-04-21,4-7-6-8-9-3,"4,676,628.42",0
Ultra Lotto 6/58,2018-04-20,53-04-45-30-12-29,"71,388,699.00",0
Mega Lotto 6/45,2018-04-20,41-12-28-25-11-44,"20,314,305.00",0
4D Lotto,2018-04-20,7-5-3-6,"35,103.00",28
Super Lotto 6/49,2018-04-19,07-09-47-21-31-15,"25,448,675.00",0
Lotto 6/42,2018-04-19,31-29-11-14-23-16,"20,206,095.00",0
6D Lotto,2018-04-19,2-8-8-7-3-5,"4,212,119.82",0
Mega Lotto 6/45,2018-04-18,38-03-16-12-43-33,"17,209,559.00",0
Grand Lotto 6/55,2018-04-18,03-02-24-27-21-10,"73,374,821.00",0
4D Lotto,2018-04-18,4-3-5-4,"55,895.00",16
Ultra Lotto 6/58,2018-04-17,15-18-27-40-37-42,"67,994,400.00",0
Super Lotto 6/49,2018-04-17,28-40-44-30-45-14,"22,445,732.00",0
Lotto 6/42,2018-04-17,06-41-42-04-30-39,"17,417,300.00",0
6D Lotto,2018-04-17,8-4-8-6-0-6,"3,751,150.80",0
